id,document,label,is_test
6661209,"이정도 반전은 뻔하다. 영화 보는 시간이 아까웠고, 누가 진범인일지도 다 짐작이 갔다.",0,0
6667440,우익년 영화,0,0
8542051,성우빠들이 작품에 상관없이 성우 썼냐 안썼냐로 평점 메기는 어이없는 애니메이션계,0,0
6568533,`오션스`를 떠올리게 할만큼 멋진 영화군요~ 역시 명품 배우들~ 반전 씬도 맘에 들고~ 아주 재밌게 봤네요~^^*,1,0
8026744,지루함의 극치인 영화 입니다 기,0,0
1968683,주윤발이 안 나오면 가치없다,0,0
6902232,크리퀴는 매력적인데..,0,0
819603,생각보다 별루다,0,0
6583779,10점만점에 10점,1,0
3935801,"표현하기 힘들지만, 뭔가 짠함. 좋다!",1,0
5784571,크루엘라드빌 배우 누군지 모르겠지만 진짜 애니메이션에서 나왔던거랑 싱크로율 100%,1,0
106230,어린이 영화...(재밌어 할지는...??),0,0
6258486,정말 더 이상 말이 필요없는 영화임. 최고.,1,0
10053919,유다 벤허가 좌절과 역경을 이겨내며 활약하는 이야기는 역시 훌륭하다. 마차 경주씬이나 후반부 장면은 영화 역사를 통틀어서 최고의 명장면이다.,1,0
8766093,한지민 최고다! 3번 봣는데 또 보고 싶을정도로 재밋네요,1,0
2922710,마지막에 절정을 달리는 모습이 일품이죠. 계약서!!! ㅎㅎㅎ,1,0
3700251,별반개도 아깝다 보는 내내 잠깰려고 혼났다,0,0
2327257,주연들의 연기가 정말 좋다. 장혁짱!!,1,0
6476394,스토리도 별루고 외모에 치우쳐진거 같다,0,0
950971,참나..........................정말 화성으로 가버렸다,0,0
3238243,영화가 공포를 유실했다.,0,0
6804700,포스터보면 정말 재밌을줄 알았습니다. 뭡니까 이게...,0,0
9429784,심오한 척 하려고 영화에다 온갖 막장요소에 뜬구름 잡는 소리 때려박는 분들이나 그걸 또 무슨 철학적인 영화인양 추앙하면서 허세부리는 자아도취에 빠진 분들이나ㅋㅋ,0,0
6823883,안하던 학교숙제가 재밌어지는 영화,0,0
1694251,"어른은 올바른 결정을 하는 존재가 아니라, 잘못된걸 수정할 수 있는자다.",1,0
1723598,불쌍하다 ㅠㅠ,1,0
4481681,추억의 영화...,1,0
5848194,군더더기 하나없는 손에꼽을정도의 잔혹미스테리. 진실파헤치기 그리고 사후세계,1,0
9837790,"아쌀하게 섬짓하기도 했지만, 로버트 드니로의 연기력은 빛났었죠",1,0
6053969,하류속에 담겨있는 근대역사,1,0
9252155,군인들도 피해자 였다는걸 잘 보여준것같다,1,0
10226135,1점 주기도 아까운.. 영화다 이게 어떻게 평점이 9점이란 거지? 예민한 종교적인 영화에 평점 9점이란. 영화를 보고 지워버리고 쳐다도 안 보는 50%랑 영화를 본 기독교인이 영화를 보고 평점 10몰빵을 준 50퍼로 나늬겟지...,0,0
3656574,결말-김하늘은나쁘다,0,0
10185436,노력이 정의인것일까 결과가 정의일까,1,0
9926300,전작과 이어지는 점은 흥미로웠으나 결국 기대이하..,0,0
130392,.......,1,0
8509951,볼만햇다 액션영화가 아닌데 아쉽다,1,0
3055405,지금 내옆에서 알게모르게 일어나고있는 현실. 사람답게 살고싶다.,1,0
10233921,솔직히 평점높은건 빅뱅 팬인듯ㅋㅋ걍 스토리도 막장임,0,0
7785809,내용전개가 너무나 느리다........,0,0
8664614,인생에 지름길은 없다. 젊음의 쾌락과 미래를 위한 지루함. 현명한 여자가 되기 위해 누구라도 고민해 봤을 뻔한. . 성장영화,1,0
3671609,시작부터 재미없음~더티한영화,0,0
5978087,"경찰서를 털어라, 마틴 로렌스 영향때문인지 정말 웃기게 봤음 시리즈 중에 제일 나음",1,0
5587581,아무 것도.. 정말 아무 것도 없는 영화,0,0
179458,황망한 느낌,0,0
9042702,여주인공이 미스트광신 아줌마 추격자의수퍼 아줌마를 능가 하는 무개념녀 모든사건의원흉,0,0
7642541,내 평점은 4점이지만 평점에 낚여서 본 사람으로써 1점 준다. 단순한 친구에서 연인되는 그런 영화인줄 알았느데 영화보는내내 너무 황당했고 이해가 안갔다. 결말을 그렇게 엽기적으로 끝냈어야하는지...? 이렇게 황당한 영화는 처음인거같다,0,0
9325557,"언데드가 출몰하는 서부극 으로 이야기 전개 방식이 짜증스럽다. 빈약한 스토리, 별거 없는 액션씬. 웨슬리 횽아의 카리수마 눈빛만 여전~",0,0
10842,영화 참 희안스럽네.,0,0
9666952,"신선한 소재와 아름다운연기, 정말 잘어울리는 ost, 자연스러운 스토리전개등 대부분이 좋았다. 단, 개인적으로 결말을 열어놓는걸 별로 좋아하지 않아서 그게 좀 서글펐다.",1,0
9212295,보고 후회한영화는 이영화가첨인듯 너무 억지스러운 것들이많은것같다,0,0
9221685,나도모르게 집중되어버린 드라마.,1,0
10276529,너무 허무하다.. 이거찍은 배우들이 불쌍함..,0,0
6237349,재밌게 봤네요,1,0
9832548,땅콩을 쏴라였으면 더 재미있었겠네,0,0
6754412,배우들은 괜찮은데 내용은 쓰레기도 이런 쓰레기가 없다.,0,0
9262144,이 영화는 고1때 극장에서 보고 지금까지 잊혀지지가 않는다. 말이 필요없는 영화 진짜 최고,1,0
6997227,1점을 만들어보자!,0,0
3843204,찝찝한 블랙 코미디ㅡ.ㅡ;;,0,0
9320061,브이씨들은 다 죽어야함,1,0
8111525,"저 나이 때, 우린 뭐 하고 있었지??",1,0
445707,....정말 실망한 영화다.. ㄱ-,0,0
1427617,good,0,0
7059760,보는내내 정말 잘 잤다,0,0
4387206,10만점에 10점 ~잔잔한 감동이 전해오는 영화였어요,1,0
3650595,앗 전차남!,1,0
9219930,주연에 비해 스토리가 너무 아니네요,0,0
482128,원작을 따라하나 막상 중요(?)한 부분은 희한하게 고치는 센스,0,0
2808189,졸작,0,0
10151076,무간도 한국어판 잘봣씁니다 ^^,0,0
8838490,"배우들의 연기력에 감탄, 또 감탄!!!!",1,0
2694966,저도 라스트 씬의 singing in the rain 이 좋았어요 ...,1,0
6630101,액션영화를 생각하고 본다면 실망이죠,0,0
9151211,별 관심없던 연예인이였는데 방송 한방에 모두 호감으로 ㅋㅋㅋㅋ 견뎌내는 그대들이 너무 대견하고 이뻐 보였다 다음주가 기다려진다~~,1,0
8695681,보는 이를 부끄럽게 만드는 황당한 시츄에이션들,0,0
5230385,옛다!9점 이소룡도 이연결도 액션과 재미는 성룡보다 한수 아래,1,0
5177563,엘렌페이지 너무 예쁘고 음악도 좋고 화면도 예뻐요 포스터보고 관심 없었는데ㅎ,1,0
7340957,재미없다,0,0
9750873,이 유명한 영화를 이제야 봤네요. 건축학개론보다 제겐 더 와닿는 영화입니다. 정말 현실적이고 남녀의 생각을 잘 보여주는...마지막 유지태가 이영애를 거절하는 장면은 참 남자로서 멋집니다.,1,0
9886069,이런 영화좀 만들지 말길..,0,0
5156529,귀여운 캐릭터들도 많이 나와서 보러 가야 겠어요..,1,0
8589993,스토리이해도 안되고 어떤 이야기인지도 모르겟음 애니매이션 만들려면 잘만들어야지 일본한테 밀린다소리안듣지,0,0
10273928,1에 비해 1점도 아깝다,0,0
10000434,그냥 뻔한 영화 눈물한개도안나옴,0,0
3848881,"그래, 상상을 불허한다.",0,0
10002273,"유가와는 논리에 근거하여 어떻게 살인을 했는지 풀어냈지만, 사랑은 논리로 풀어낼 수 없기에 왜 살인을 했는지는 풀어내지 못했다.",1,0
9952572,평점은 주관이니 10점 만점에 3점짜리 애니매이션 이네요. 픽사애니처럼 재미와 감동이 없음.,0,0
9148597,끝까지...봤다....,0,0
9995067,이 감독님 야구치감독 팬이신가보다...근데 왜 그 영화들이 사랑받는지는 몰르나보다...ㅋㅋㅋ 이건 흉내도 제대로 못낸...,0,0
1412085,졸리가 참 매력있는 배우라는 걸 느끼게 해주는 영화,1,0
5373088,"짜증나,,한마디 쓰레기 킬링타임용으로가 아니라 영화보는 전기가 아깝다",0,0
4381514,스케일이 큰 애니메이션 ㅋ 한번쯤은 보는게 좋다!,1,0
7338232,인간적으로 재미없음...,0,0
5151345,명작이란 그누구도따라올 수 없는 작품이어야 명작이다.이건 나도 따라올 수 있겠더라,0,0
905524,자끄 따띠의 최고걸작이자 그에게 최고의 재앙을 불러온 작품.,1,0
8165935,이 영화보다 화려한 CG는 본 적이 없다. 이 영화는 제대로 미쳤다.,0,0
5655830,여애까지 본 외국 영화중 가장 웃겼던 영화 >_<,0,0
4801461,정말로 감동적이에용~질리지 않는 영화에요~,1,0
3453558,막장의 최고봉~~ 갈수록 얽히고 난리법석,0,0
7439035,밑에분들 성경의조그만부분만가지고 따지시는군요!ㅎ왜 당신들도 자기관련된일에대해 남에게 말하고 알리면서 이런일은 하지말라는건 참무슨짓인지?가면쓰고 평점내리려는 거다안다ㅡㅡ 어쨌든간에 이런일도알아야된다고 생각한다 왜?겉멋OO도를 위해!!영화 잘봤습니다.,1,0
8534625,알바가 판을 치는구나 이것이 어떻게 7점이냐 ㅋㅋ,0,0
4544900,"4,5,6대가 모두 나와버려는군 뭐 독고영재를 보고 인정하자",0,0
5677897,....ㅡㅡ 진짜재미없다 1편이 대박,0,0
3368108,왜 늑대로 표현했는지 이해됨. 너무나 잔인하게 죽기 때문에 동정을 얻을 수 있기에.,0,0
9667930,특정한사람말고 평범한대중의시각에서 재미든 감동이든 여운이든 고찰이든 있어야하는데 감독의생각을 따라가기엔 난해하고조잡하다. 올드보이나 공동경비구역의 박찬욱이 그립다....,0,0
7521435,불쾌하다..,0,0
7939755,아주재밋게본영화.,1,0
4531050,나만 지루하게 느꼈나,0,0
958158,8점 / 뉴질랜드 영화 수준도 장난 아니네...,1,0
10220525,정진영의신들린연기력,1,0
5403916,최고의 영화예요!!,1,0
2521783,정말로 재밌는 영화~ 큰 액션 없이도 엄청나게 몰입시키는 좋은 스릴러 영화입니다,1,0
2277202,재미없따..,0,0
2898649,이거ㅋㅋ옜날에찐짜많이봤는데ㅋㅋㅋㅋㅋㅋㅋ,1,0
7647776,"그냥 삼류코믹영화 외노자나 이주여성들의 고통을 직간접적으로 보여주는영화는 많은데 그 반대인영화는 하나도없네ㅡ.ㅡ 내가그런영화만본건가,",0,0
1690108,음악과 배우들의 연기가 어우러진 근래 보기드문 수작,1,0
2731366,종교 탄생과 본질에 관한 깊은 생각이 위트 속에 녹아있는 수작입니다.,1,0
7905325,세월이 지나도 역시 명작이다........,1,0
7057573,영상도 음악도....아이디어는 좋았으나 전체적인 기획등이 여지껏 저패니즘에 비해 한없이 낮은 수준....,0,0
9104727,환상과 허구의 왜구들...,0,0
4499500,좋네요,1,0
5048627,전 사실 이거보면서 어지러웠어요. 장르가 너무 불 확실해요,0,0
4011758,비추,0,0
10275234,개짱재밌음초 재밌음ㅎ,1,0
7569361,재미없다. 실망.,0,0
955190,최고의 커플연기를 보여준다,1,0
2091007,그때 시대 사람들의 갈망을 느껴봐요~,1,0
6556702,감동적이내요 재밋개 봣슴니다 ㅋ 중간에 은근히 사내 남녀차별을 꼬집고잇는것도 특이허내요,1,0
9730735,평점좀 올리기 위해 10점 줍니다. 이영화 8점은 되야 합니다. 어색한 연기가 전혀 없었던 배우들의 긴장감 넘치는 연기가 압권입니다.,1,0
4612038,"어찌나 지루한지, 80분 자고 20분 봤다",0,0
9857256,반전을 알고봐도 재밌다 1은 잔인함보다는 내용을 위주로봤음,1,0
4040024,감당도 못하면서 스케일만 키운 스토리 디테일 제로,0,0
9840645,한국영화중에서짱인것같다,1,0
137700,TV에서 영화로!!!,1,0
8670966,모녀를 토막살해한 살인자가 부성애라니.... 말이되나... 감동받은 사람들 본인들이 피해자가 되도 감동받았다고 할수있을까... 진심 묻고싶습니다...,0,0
1464797,어른용으론 유치하고 아이용으론 상상력부족,0,0
3853063,종잡을수 없는 일관성,0,0
8614083,"10개,9개?설마..사회에불만없는보통의사람입니다..평점보고영화본적도없지만.보고나서평점보니..저라도솔직해져야겠단생각에,후기평점남기고갑니다(띄어쓰기죄송-.-;;)",0,0
4496086,아이돌 나왔다고 10점주는 돌아이들은 뭐야 도대체..에휴,0,0
620324,채시라의 연기가 압권,1,0
8313043,최고 재밌는 하이틴!! 린제이 로한 제일 이쁠때에다 아만다랑레이첼 맥아담즈까지 어릴때모습 보는 재미도 있고 쌍콤하다,1,0
5842026,감독이랑 의리로 영화찍었다고 들었지 민종형님 이거찍고난후 하락세....감독진짜싫다,0,0
9798700,"얽히고 섥혀서 풀릴 생각이 없는 덩쿨 같은 인생, 그 와중에 용서와 화해, 사랑이라는 열매가 맺힌다",1,0
9610661,뭐...뭐지 이건? 이렇게 초등학교 학예회 스러울 수도 있나. 돈 없이 힘들게 찍은 것 같아서 그 노력에 반은 줌. 돈 들여서 이렇게 찍었다면 욕들었을 듯.,0,0
8264637,아담샌들러의 두려움이 가득한 눈빛을 보고있자니 말로 형언할수없을정도로 가슴이 아프네요.. 슬픔을 과대 포장하지 않는 무덤덤한 연출이 너무 마음에 듭니다..처음으로 10점 드립니다,1,0
4440870,하하하,1,0
7859936,설명 완전길어,1,0
6075085,"권태로운 삶을 한바탕 뒤흔든 욕정, 집착, 질투, 광기. 그러나 그에겐 사랑이었다.",1,0
8062785,이 영화 보면서 진짜 짜증이 밀려오는데 스토리가 중요한 내용은 하나도 없고..여자아이가 혼자 떨어져서 죽어 사람들 죽이는 내용임..그 매개체가 자기랑 같이 있었던 고양이들이고....즉!길냥이든 뭐든 동물들 확대하지말고 버리지말라는 메세지임!,0,0
9786101,영화보다 잔 건 맘마미아가 처음임. 정말 재미없음.,0,0
9120302,재밋던데 저런류의 남자나 여자들이 꼭 보길 바라면서~10점~~,1,0
8002417,황당을 넘어 어이가 없는 영화 일본은 역시 영화찍으면 절대 안됨 주제만 그럴듯하지 속은 비어있음 진짜ㅋㅋ개연성이나 현실성도 진짜 부족하고 나중엔 감독조차 놓은 듯한 개막장 연출 스토리,0,0
9543678,비현실적인 부분밖에 없어서,0,0
7650156,재밌게봤어요,1,0
5783687,정말 감명깊고 재밌는 영화였다.김상경 너무 멋져.,1,0
9267087,1편은 그럭저럭 봤는데 이건 너무하네요.,0,0
10059160,어웨이크가 훨싸 재밌어요,0,0
10014230,대박 !!! 이런게 복수지..쿠엔틴 멋쨍이~,1,0
3271504,춘향이가 완전 변태같이 나오는군요 가도 너무 갔습니다. 완전 한심하군요,0,0
9310363,나때문에 5.5점! 왠지 재미없을뜻~~,0,0
9680638,제목 포스터를 이따위로 하니까 코미디 영화인줄 알고 다들 안본듯 ..재밌습니다,1,0
9816111,OO같은 녀석이 가장이라니...바보같은 녀석.,0,0
6255310,무엇이 그를 변하게 했나. 10점 준다.,1,0
2813929,ㅋㅋㅋㅋ자막 없어서 아직 안봤다 ㅋㅋㅋ,1,0
2069472,이제 곧 무서울 거야 이제 곧 무서울 거야 하다보니 끗.,0,0
3427458,감독의 의도를 모르겠음.,0,0
2575356,지루해.. 작품성있다고 우기지마라..,0,0
9666753,스토리는 뻔하다 치고 기대 이상에 비주얼은 보는 내내 흥미있다.,1,0
8933546,그냥 말이 없는듯 역시 이래야지,1,0
8209420,작가 완전짱나 네요.사람병들고 죽어나가다 못해 개도 죽고 대명대수 그럴싸하더니 이제는 두남자랑 살아라 하네요. 동성연애 나올때부터 작가에 정신 세계를 알아봤어야 했는데요. 오로라 공주가 아닌 오로라 팔자센여자를 본듯 해요. 시청자 우롱하는 드라마네요.,0,0
9642613,돈이 필요하면 카지노로..,0,0
9083888,엠마가 젤 짜증남....,0,0
3200410,무인도에서 생활하는거 몰입도 200% 감동적이고 재밌어요,1,0
3605331,아무리 생각해도 1점 이상 줄 건더기가 없다.,0,0
9963178,정말 멋진 영화라고 생각합니다. 특히 질라 던질 때!,1,0
10054676,오랜만에 즐겁게 봤다ㅎㅎ,1,0
5229559,[4점] 스릴러 드라마 코미디는 어디있는겨,0,0
4318479,무얼말하는지도 모르겠고 또한 자극적이지도 않다..이도저도 아닌..그저그런삼류영화,0,0
9681440,아라가키 유이만으로도 10점...,1,0
4787754,"최고에요,ㅋㅋ",1,0
10266262,내삶을 되돌아볼수있는 기회였고먹먹함과 울컥해지면서 나도모르게 흐르는 눈물많을걸생각하게 하는 영화였다많은분들의 희생으로 모든 직장인들에게행복한삶이 보장되길 바라며,1,0
10262328,완전 재밌어요 ㅎ 애들도 재밌다고 함,1,0
7426617,와...저런 찌질한 남자에게도 여자가 관심을 갖는다는거에 희망을 갖는다 쩝,0,0
5032217,이렇게지루하고짜증나고결말이허무한영화가 또 있을까??,0,0
9100537,이거보고 운사람은 나뿐인가...내 마음을 울린 애니는 이게 처음이다.,1,0
8555293,과소평가 되고 있어서 후하게 10점,1,0
5078094,근래에본영화중가장괜찮은듯 황해랑 이거 중 생각할만한 영화 볼꺼면 이거 추천~!,1,0
9268923,콜린 퍼스 때문에 봤는데 진짜 별로,0,0
6931870,눈빛만 반뜻한 웨슬리 스나입스,0,0
7035976,작가는 도대체 역사를 알고 내용을 만드는건가......시청률도 중요한데 제발 역사를 지어내지마세요. 말도안되는 상황이 계속반복됨,0,0
4397497,그나마 영화가 길지 않다는게 위안..,0,0
9451297,꿀잼영화중 하나 게리올드만의 연기력이 뛰어났다,1,0
8515095,케서방 믿고 봤는데 역시..믿고 보는 니콜라스 케이지,1,0
7433614,진짜 연기한 황정민만 아깝네여.,0,0
9910117,내인생 최악의 영화. 어릴쩍 내가 봤을때는 무슨영화를 봐도 재미있었지만 지금 생각했을때는 정말 노잼영화이다. 지금 영화의 스토리는 생각나지도 않는다. 결론은 보지마세요. 그냥 곰탱이 둘 싸우는거만 봐도 이영화의 절반이상은 본거임. 킬링타임용도 아까워,0,0
998049,저새키는 왜 눈 2/3을 감고있지...넥슨이 저거보고 배찌를,0,0
2730489,"괜찬다는 평보고 안볼려다 봤는데,보고 기분 더나빠진 영화정말,보지마세요",0,0
10235222,3편으로 만든 것은 은 무리가 아니었을까,1,0
9453838,아무리 유명스타들이 목소리 출연 한 들 픽사 애니메이션 벅스 라이프와 비교해봤을 때 상당히 수준 떨어지는 드림웍스 작품,0,0
7784287,개 쓰레기 ㅋㅋ,0,0
9928960,완전대박이였구..울다 웃다 하면서 본것같아요..!진짜 강추합니다!,1,0
9961398,완전 웃기고 재밌고 지루하지도 않다,1,0
500792,장르 불문. 시간 불문. 공간 불문. 네 맘대로 해라!,0,0
7685723,절망과 슬픔 속에서도 자신을 챙겨야만하는 삶의 잔인함을 거부한 비참함에 대하여,1,0
9931028,뭐라고 해야하나... 막나가는 유치함?,0,0
395836,최고의 데뷔작 중 하나. 실내를 조여가는 미장센은 정말 끝내줌,1,0
9436380,2점이상준사람 정말대단하다...영화볼줄모르나보다 ㅆㄹㄱ 영화,0,0
8291605,정말 좋은 영화였습니다. 목소리와 표정이 실제 연기자들보다 더 좋았어요.,1,0
114902,"이 영화한번 더볼려고,스파이더맨,첫사랑,조폭2..보지도 않았다!",1,0
5466552,이런 명작이 이렇게 저평점이라니 ㅠㅠ 최고의 영화입니다. 역,1,0
8843794,"이거 엣지오브투모로운줄 할고 평점 10점 줄뻔했다. 이거 오래전에 봤는데, 이영화를 보고 얻은 교훈은 /절대/절대/ 어두운 CG는 안된다는거",0,0
3972357,리뷰도 없는 무관심 드라마,0,0
5969018,재미있다,1,0
5790535,진짜 평점 보고 사람들 안봤으면 좋겠다. 어이없음에 웃음이 나오는 영화,0,0
9949814,별기대를많이햇는데별로네요,0,0
10112205,침대. 이딴 재미없는 걸 도대체 왜 만드는지.,0,0
10253432,하아 유플티비로 보는데 나레이션 때문에 끝까지 못보겠어요,0,0
7131538,지금 TV에서 하길래 보는데.. 진짜 이건 뭔지.. 도전히 못보겠네.. 정준하가 연기를 제일 잘하네. ㅎㅎㅎㅎ,0,0
6535153,"""실험적인 영화도 아니고 """"평범한"""" 영화다. 그나마 괜찮았던건 배우들의 개성이랄까?""",0,0
10212198,기대하고 본건 아니였는데 재밌었어요,1,0
6597009,일본스타일.약간의 유럽쪽도 가미되어있구 아주 조금 인상적인 부분도 있었지만 대체적으로 주책.오글거림.얼토당토않은 배경.설정과 대사로 포장하지만 그닥.. 센티? 감성? ㅋ 연극같은 느낌두 있구.. 모랄까 그냥 감독이 4차원 변태같음ㅋ에로영화같은 제목두ㅋ,0,0
10275957,에드워드 노튼한테 푹 빠졌었던 영화♡,1,0
5205229,아 최고,1,0
822489,영화보고나니 제 처지와 비슷한거 같아서...ㅠ.ㅠ...눈물이...,1,0
9735023,진부한 졸작 삼류 드라마보다 못한 스토리 이감독꺼는 앞으로 블랙리스트,0,0
8458628,스토리도배우들도다다!!좋아요(♥━♥)요즘이거보는맛에살지요~~ㅋㅋㅋㅋ,1,0
1701845,아직도 기억나는 최악의 영화,0,0
9716065,우리가 동화를 좋아하는 이유.,1,0
5293920,참..........,0,0
9392760,"1,2,3탄까지는 재미있었는데 4,5,6탄은 쓰레기네",0,0
8777355,몇번을 봐도 질리지않는다,1,0
9432378,설명할수 없는 매력과 이끌림에 대한 고찰?이 담긴 영화같음.실제로 이런 사람들 현실 세계에 존재함,1,0
8621303,관객평점이 10점만점에 10점이냐?,0,0
5636511,짱,1,0
9815894,이렇게 평생 사랑하고 싶다 .. 앞 장면이 잊혀지지 않는다,1,0
9985104,솔직히 기대안하고 봤는데 진한 여운이 남는 영화였습니다 자기 생활이 바빠 부모님께 소홀해지는 자녀분들이 꼭 보셨으면 좋겠네요감동적으로 잘봤습니다,1,0
2693869,세상에 살면서 이런 최악의 영화는 처음이었다.,0,0
4400687,그냥 잔잔한 영화. 눈을 떠보니 어느새 엔딩 크레딧이 올라오고 있었다.,0,0
5712176,밑에 1점준 쓰레기 한국영화는 죄다 10점이네 M창 쓰레기,0,0
7400445,"마이너스를 줄수만 있으면........난오늘부터 장래희망은 감독이다,",0,0
1992538,완전감동,1,0
8688529,생각지 않게 봤는데 너무 재밌게 봤어요~기자들은 다른세계사람들~,1,0
1560439,a must see movie,1,0
2265984,이딴것도 드라마라고.. 아휴,0,0
8836014,진짜 재밌고 신나는 영화 ㅋ비타민 같은 영화 완전 좋다♥,1,0
9661317,예원찡... 그만울어....,1,0
6822953,지겨 답답해못보겠네 질질끄는이유는또뭐남 내년이맘때끝나겠네 내용도없고,0,0
3618920,왜 이게 떠 평점 높은영화 찾앗는데 꼴랑 한명 갓다가 OO,0,0
440992,"1편에 못미치지만, 효과는 발전. 오우삼 영화의 결정체",1,0
9614914,타이타닉이후로 이렇게 감명깊은 러브스토리는 처음이다 는 구라,1,0
5818101,평생 자기를 짝사랑하는 (성공한)남자가 하나쯤 있으면 하는 게 언니들의 로망이란다,0,0
10121792,외로움과 고독함의 판타지적 로맨스.. 남주와 여주의 느낌있는 연기력에 아낌없는 박수갈채를 보냅니다! 중간에 깜짝 놀라서 별 반 개 뺐어요,1,0
632130,아~~~ 여러분들 꼭보세요.,1,0
7502756,영화가 아니고 연극.,0,0
8303013,억지 설정의 역겨운 드라마 개막장한민국 드라마의 현주소,0,0
9937566,아놔 밑에인간한테낚여서봄 이런시베리아벌판에핀개나리를입에문OOO같은영화는첨봄.여자몸매욜구리고액션은발뒤꿈치도안댐스토리도발꼬락으로쓴듯...차라리용가리나우뢰매가 98배는잘만든영화임..별반개도아까븜,0,0
2788923,"상어가나오길 기다리다 지치고,결국 시시하게 끝난다 속편의한계를 여실히드러낸 졸작",0,0
10168811,나이거보고움...ㅠㅠ,1,0
